id,domain,intent,user_query,response,source,split,intent_id,domain_id
2313,Finance,transfer_failed,I cannot send money (request 43),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train,28,1
2314,Finance,transfer_pending,Why is my transfer still pending? (request 82),A transfer may remain pending while the bank processes or verifies it. Check the transaction details for the expected processing time.,curated_project_dataset,train,29,1
2315,Finance,bank_account,Can you help me with this? What documents are needed to open an account? Can you guide me?,Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,train,5,1
2316,Finance,fraud_transaction,I think my account has been compromised.,"Contact your bank immediately through an official channel, secure your account credentials, and follow its instructions for protecting the account.",curated_project_dataset,test,13,1
2317,Finance,loan_information,How do I check loan eligibility? (request 40),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train,16,1
2318,Healthcare,medication_information,What is this medicine used for? (request 49),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train,19,2
2319,E-commerce,payment_failed,Why was my online payment declined? (request 70),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train,20,0
2320,Healthcare,medical_report,I need help with this: Where can I see my medical report?,"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,validation,18,2
2321,Finance,transaction_issue,Why is my transaction not showing? (request 99),Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train,27,1
2322,Finance,bank_account,I want to know: I want to open a new bank account. Can you guide me?,Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,validation,5,1
2323,Finance,transfer_pending,My money transfer is pending (request 49),Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train,29,1
2324,E-commerce,account_issue,I forgot my account password.,Use the password-reset option associated with your account email or phone number.,curated_project_dataset,train,0,0
2325,E-commerce,cancel_order,I want to cancel my order (request 69),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,test,6,0
2326,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 83),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train,1,2
